,m1,m32,m34,m47,m50,m110,m111,m223,m260,m296,m318,m356,m457,m480,m527,m541,m589,m590,m593,m608,m750,m858,m904,m908,m912,m913,m919,m920,m923,m924,m969,m1036,m1089,m1097,m1136,m1148,m1193,m1196,m1197,m1198,m1200,m1204,m1206,m1207,m1208,m1210,m1213,m1214,m1219,m1220,m1221,m1222,m1225,m1230,m1233,m1234,m1240,m1242,m1247,m1250,m1252,m1258,m1259,m1265,m1270,m1278,m1288,m1291,m1294,m1304,m1307,m1358,m1387,m1394,m1580,m1610,m1617,m1704,m1784,m1923,m2028,m2324,m2396,m2571,m2599,m2692,m2700,m2716,m2762,m2791,m2804,m2858,m2918,m2959,m2997,m3114,m3147,m3421,m3471,m3578
m1288,,,,,,,0.5691101419653852,,,0.5202304013122597,,,,,,0.5662524630097842,,,,0.5874861183502766,0.6211525374967919,,0.5515612389818497,0.5293561670154524,0.524303596989217,0.5374145679316634,,,0.5963874008998248,0.5552727910153243,,,0.5605361831857778,,0.5946394902323133,0.5472171653315225,,,,,,0.5490298260278224,0.5999146935934943,0.5469009316460997,,,,,,0.5271884979088522,0.5268198566768886,,,0.6117984717049284,0.5481858956073057,,,,,,0.6040237792255294,,,,,0.5488137399603851,,,0.5188853623680045,,,,,0.586274439078536,,,,,,,,,,,0.5551497797973394,,0.5410981096315828,,,0.597396909794443,0.5338874484179161,,,,0.5540575511239826,,,,,
m1291,0.5196362909860669,,,0.5204426805253488,,0.5390481703300875,,,0.5302808354059136,,0.5205476340269384,0.5713717818745889,0.5773536754125712,0.572679975825414,0.5111237524142169,,0.5385719937578103,0.5198334987640516,,,,,,,,,,,,,,0.549867314478839,,0.5167969443490944,,,,0.5544819484853414,0.5214631374451636,0.5918219872072923,,,,,,0.6273988455303394,,,,0.5255719339230736,,,,,,0.5214142529388193,,0.5265156352222782,,,,,,,0.5923258784426749,,,,,,0.5212045532253857,,,,0.5282055932657941,0.5294075830337676,,,,,,,,0.5271665433161471,,,,0.5680371556367348,0.5210823917217828,,,,0.5106316144301069,,,,0.5617674675940678,,,0.5751822157950729
m1294,,0.528580800098279,,,,,0.5389913693966806,,,,,,,,0.5236265914182439,,,0.5164154106549053,,,0.5665807263369439,,0.5254359375350667,0.5327226373691841,0.5244527451825263,0.5288569487004723,,0.541506256190059,0.5499493913153155,0.5274195780262921,0.5285418499435618,,,,0.5154133937629715,,0.5626436861561848,,,,,0.540203676787005,,0.516849355901506,0.5222285168918025,,,,,0.5370514364528719,,0.5211746753261144,,0.5287470500422314,0.5459030268782828,0.5455906011557772,,,0.5941301703530668,,0.5768663335234273,,,,,0.5636254067121766,0.5188853623680045,,,0.5841894269372905,,,0.5337917342335854,,,,,,,,,,,,,,,,,,,,,0.5167301977592389,,,,,,
m1304,,,0.5076536339250453,,,,0.5327733185915662,,,,,,0.5066585836015061,,,,,0.5153012168783875,,,,0.5365641674638874,0.5370080524337503,0.5321483843465247,0.562236492881692,0.5784889635816857,,0.5056906786273443,,,0.5652944056698184,,,,,0.5288851665874804,0.5473773487148499,,,,,0.5110141742729166,,0.533623377339728,0.5224944312481873,,,,,0.5152340185099087,,,,,0.5508274978722589,0.6613928564498881,,,0.544598550281235,0.5160247517627077,0.5239091176337899,,,,,0.5088009792857958,,,0.5841894269372905,,0.5299370615255543,,0.5137495411525713,,,0.5211742661410341,,,0.5300524680854646,,,,,,,,,,,,0.5225603630743152,,,,,,,,0.5096962238558739,
m1307,0.5452649414238455,0.5101301736897617,0.5271623843680918,,,,,,,,0.5212778597928033,0.587522317036367,0.5584027203063943,0.5136811160816261,,,,0.5737403987744131,,,,,,,,,,0.5474054281396776,,,,,,0.5651513870980913,,,,,0.5208382447149593,,,,,,,,,,,0.520005076308406,,,,0.516967433270435,,0.5174681249057849,,0.5298894292677321,,,,,0.5767989557788915,,0.5514223938578239,,,0.5212045532253857,,0.5299370615255543,,,,,0.5577511572559244,0.5650233776231035,,0.5531044785147653,0.5450947142018655,,,0.5320879778096816,0.596631068209642,,,,,0.5227375528498588,,,0.5353678334708228,,0.5528814512642961,,,0.534281871755874,,,,0.5451051668501739
m1358,,0.5213594708857041,,0.5211257262838506,0.5133483155255784,,0.5162976582925799,,,0.5176374068542664,0.5248018355084916,,,,,,,0.5153660165312812,,0.550996716241139,,0.517472360406078,,,,,,,,,,,,,,,0.5835154360110337,,,,,,0.5315191562317294,,0.517202289169286,,,,0.5256424386659834,,,0.5296409405004155,0.5642688080403635,,,,,0.5335480964419467,0.5652992159683987,,,0.53904632303188,0.5183342482188558,,,,,,,,,,,,,,0.5332853360647725,0.5288332456466852,0.5460711289138684,,,0.5618702294702382,,,0.5300838047279064,0.5132294999073854,,,,,,0.5302487320654854,0.5146899677560908,0.5295377716051632,0.5172046116652259,,0.5259816350301357,,,
m1387,0.5114715080721112,,0.5160748453865924,0.521553663142241,,,,,,,,,0.513936009106407,0.601542311620942,,,0.5355691390454143,0.5230205149751156,0.5324449530856874,,,0.5176849676682067,,,,,,0.5268411586223444,,,,0.5664706600318785,,0.5456139842002793,,,,,,0.5120492161519651,0.6022393406081253,,,0.5110101263440905,,,,0.6250944467259065,0.5554536705292014,,0.5201170765966744,,,,,0.5252963833379724,0.5361132747012612,,,0.52587819542612,,,,0.5105103833910273,0.5273998671849115,,,,0.5337917342335854,0.5137495411525713,,,,,,,,,,,,,,,,,,0.5073999536512901,,0.5371603225385363,0.536686234495386,,,,,,,0.573464817033703,0.5784070395325277,
m1394,,0.5382941388984891,,,,,0.5446188244391679,,,0.5241377572707282,,,,,,0.5263800959834666,,,,0.5714863318826777,0.5503553251153357,,,,,,,,,0.5472201676625211,,,0.5348852425050686,,0.5156442064552558,,,,,,0.510810295819588,0.5137478542401479,0.5783349299431775,0.5370471092757461,0.5359598386584801,,0.5121914941617112,,,0.5138511013846951,,0.5228857894827553,,0.5158637316828373,,,,,,,0.5100771053896714,0.5218092784670432,,0.5202626281687762,,,0.586274439078536,,,,,,,,,,0.5336408761995426,,,0.5231827296757903,,,,,0.5583913292589378,,,,,,0.5365640587436568,0.5104270230508486,0.5341815807853859,0.5477427971182678,0.5835541063106836,,,,,
m1580,0.5416627178948128,0.5668395043375283,0.5538258806446407,,,,,0.5374840414927472,,,,0.5321537361079738,0.5591880757257889,0.658291367948001,,,0.5419204627874465,0.5536330811530026,,,,,,,,,,0.5326865794655619,,,,0.5227482910258351,,0.5801831764154843,,,,,,,,,,,,0.5478343222953116,,,,0.5597172520460486,,,,,,,,,,,,,0.5444851735415309,0.538601962518111,0.5838801634352598,,,0.5282055932657941,,,0.5577511572559244,,,,,0.560725461112352,,,0.5827068385397443,0.5351243020803789,,,0.5287581589525391,,0.5487342508318771,,0.5381165621332586,0.6392204886379137,,0.5278020618385391,,,,,,0.5207256317413164,0.5824074780975753,,,0.564344858887673
m1610,0.5107276115572303,,0.5252519041530639,,,0.5447585540702076,,,,,,0.5479990279958467,0.6215074461745442,0.6022978214262407,,,0.5200717353660322,0.5693757477573753,,,,,,,,,,0.5133921251771307,,,,0.5571550845943389,,0.511638019376515,,,,,,,,,,,,0.5450089041306161,,,,0.515317202908386,,,,,0.5299192078745333,0.5141949449746571,,0.5754476914627495,,,,,0.5227110858797117,,0.5262323157197909,,,0.5294075830337676,,0.5211742661410341,0.5650233776231035,,,,0.560725461112352,,,0.5245453422609213,0.571759165094127,,0.5328864513164758,,,,,,,0.5242680000763744,,,,,,,,0.5202698640904418,0.5745768179959717,,0.513932184986874,0.5649496813327044
m1617,,0.5067030666676046,,,0.5608157983745876,,,,,0.5388691601544496,,,,,,,,,0.5090483318164638,0.5468089808695595,0.5347705399399202,0.5453266829611778,0.5164418734661289,0.552557498191554,0.5291874684126119,0.5472374096410794,,,0.5374809378873152,,,,0.5095417464361987,,,0.5084720827706043,0.525988609965708,,,,,0.5257437560519993,,0.5306998219109911,0.5377459675683134,,0.5357257132360337,,,,0.5348616367292786,0.5090443228565245,,0.5291446765540833,,,,0.5294959020287625,,,0.5969648589297635,,,,,,,,0.5100510778443786,,,0.5332853360647725,,0.5336408761995426,,,,,,,,,,,,,,,,,,0.570541079939008,,0.5073242560178484,0.5308993166073094,,,,,
m1704,,,,0.5748110520524171,0.5157940243542353,0.5420231333498254,,,,,0.5739541596904032,0.5724797930362514,0.5128873211791753,,0.5555782983493733,,,0.5675624718188108,0.516384400156798,,,,,,,,,,,,,0.510266784762996,,,,,,,,,,,,,,0.5281726623185723,,,,,,,0.5105248996292114,,,0.5098947195439304,,0.5566497252733832,,,,,0.5503324576042732,,,,,,,,0.5531044785147653,0.5288332456466852,,,,0.5245453422609213,,,0.55434040494876,0.5144988482499376,0.542209433193074,0.5725583869166316,0.5221720861644312,0.5133863918465286,,,,,0.5544699480289136,,,0.5110869292500404,0.5597549021330132,,,,0.5643912045260293,0.5118414747074196,,0.5276998990329882
m1784,,0.5367037854860841,,0.5110040362873938,,,,,,,,0.5733401694086055,,0.527913429935107,,,,0.5866088035243966,,,,,,,,,,0.5117618570550312,,,,,0.5363068905012398,0.5428098413729434,,,,,,,,,0.5044195676308774,,,0.5118095301690446,,,,,,,0.5136268948991356,0.5406228824466776,,,,0.5083590760268116,,,,0.5174677813921195,0.5443477120525323,0.5084203233664226,0.513840886660839,,,,,0.5300524680854646,0.5450947142018655,0.5460711289138684,,,0.5827068385397443,0.571759165094127,,0.55434040494876,,0.5362719129910264,0.5142598755970462,,0.5074964759798565,,,,0.5209942471572226,0.5181045289241015,,,,,,,,,0.5329607344176948,,,0.5454280355610078
m1923,,0.5199487643275662,,,,,,0.5513889816523905,,0.5140510492455367,,0.567611937207264,0.5350144587968019,0.5458073889590271,,,0.5163524927988791,,,,,,,,,,,,,,,0.5312348484849704,0.5199275730177725,0.5285514092660242,,,,,,,,,,,,,,,,0.533916943424485,,0.5332940013726614,,,,,,,,,,0.532811086976843,0.5254293098048176,,,,,,,,,,,0.5231827296757903,0.5351243020803789,,,0.5144988482499376,0.5362719129910264,,,,,0.5186236482784538,0.5353460664391777,,0.581036452911311,0.5108378513095514,0.5239349024706238,0.5575888035149121,0.5357786401074541,,0.5262868534288372,0.5247586046662136,,,0.542878803555802,0.5704831106963595,,0.5443776281181472
m2028,0.5128858446387009,,,0.5090325812730234,,0.5862129746028292,,,0.5198717748010122,,0.5621211355334405,0.6189743307936826,,0.5031691871615646,0.6255649208058418,,,0.5480581766948229,0.5125798725748278,,,0.5385046932364541,,,,,,,,,,,,,,,0.5083147755349791,,,0.5426545887741075,,,,,,,,,,,0.5050285530175249,,,,0.516416741772087,0.5280116297036495,,0.5609202374164944,,0.5673538712652555,,,0.5061391136228359,,,,,0.5053108745951812,,,,,,,,0.5328864513164758,,0.542209433193074,0.5142598755970462,0.5041353458299124,,0.5350833635882063,,0.5151051763195852,,,,,0.5603022457415918,,,,,,,,0.5687053702318398,0.5076452849085912,,0.5586480337738762
m2324,,,,,0.5831220291479531,0.5617523013025982,,,,,0.6263918502448143,0.5182608726182817,,,0.6317119737574367,,,,0.5267090440210698,,,,0.5208242655067443,,0.5951367365817497,,0.5203255910066088,,0.5288687026704353,,,,,,,0.5078607721774702,0.5401130099669634,,0.5239847292617443,,,,,0.5305166861057116,,,,,0.5136464149928212,,,,0.5261811973047025,,,0.5185480433514724,,0.5279416110566235,,0.5525003438934751,,,0.5120891227554695,,,,,,,,0.5320879778096816,0.5618702294702382,,,,,,0.5725583869166316,,,0.5350833635882063,,0.5230587977415108,,,0.5173246549501576,,,0.5490060371842022,,,0.5450335488911563,0.5140534186102447,,,,0.5354906169469761,,,
m2396,0.5339874232514661,0.5165996062030952,0.5235353107726163,,,0.5190913045373212,,,,,,,,,0.5047570819221292,,,0.5388556598328371,,,,,,,0.5080222539979973,,,0.5153358300071783,,,0.5292416341926977,,,0.5089390284057421,,0.515855037017154,,,0.5151204673001415,,,0.5323407258131282,,0.5426084964654748,,,,,,,,,0.5159667980685718,,,0.5084342032953956,,0.5058304661118358,,,,,,,,,,0.505793869943174,,,0.596631068209642,0.5041102863141046,,,0.5287581589525391,0.5057746701563418,0.5066210174825261,0.5221720861644312,0.5074964759798565,,,0.5230587977415108,,0.5112017449601799,,0.5207031874513683,,,,,,,,,,0.533328928344716,,,,0.5335325366273994
m2571,,0.5130256314122641,,,0.5457052093571322,0.5544205642304142,,,0.5727640829368577,0.5123537881639694,0.5444266948072362,0.5097414786148363,,,,0.525015227657083,0.5676816190857318,,,,,,,,,,,,,,,0.52533935472361,,,0.5253543466387085,0.5531539674139002,,0.5482994935184081,0.5345617905331015,0.5407097248198207,0.530496269726473,,,,,0.5200519179433187,,,,,,,,,,,0.5238106349378662,,,,,,,0.5115769678188103,,,,0.5271665433161471,,,,,,,,,,0.5133863918465286,,0.5186236482784538,0.5151051763195852,,0.5112017449601799,,,0.5566112416133061,,,0.5781601884765638,,,,0.5433315906080047,0.5491383598718291,,,0.533604811556688,,,0.5720277061086103
m2599,0.5255402985366877,0.5606339670978197,0.5393390606032283,,,,0.5571546637592507,0.5164598117541059,,,,,,,,,,,,0.5392169011890974,0.5305922762721559,,,,,,,,,0.5374780931178985,0.5294915268618499,,0.5319583699443191,,,,,,,,,,0.5251350913156281,,0.5151839064988347,,,0.5227824687684607,,,,,,0.5617571435430062,,,,,0.5379296203469528,,0.5175463776001609,0.5374443232390969,,0.5334075277349425,,0.5217621760768318,0.5551497797973394,,,,,0.5300838047279064,,0.5583913292589378,0.5487342508318771,,,,,0.5353460664391777,,,,,,0.534036152543434,0.5608414105566188,,,,,0.52184678905636,0.5197895368354246,0.5235601234651582,0.608315782782525,,,,,
m2692,,0.5545561464388258,,0.5104500862967534,0.5320254533130795,,0.5224772727505721,0.5428564577850024,,,,,,,,0.529913779239553,,,,,,,0.5100862040103185,0.5345638008058065,,,,,0.5301182742113028,0.5202079655933307,,,,,0.5419523896999396,0.6112462765019422,0.5183858222066113,,0.5436896098956252,,,,0.5051521034368343,,,,,,,,,0.5585095934047737,,,0.5567219532779714,,,0.5323277734386405,,,,,,,,0.5304385025499246,,,,,,0.5132294999073854,,,,,,,,,,0.5173246549501576,0.5207031874513683,0.5566112416133061,0.534036152543434,,,,0.5188371952390473,,,0.5400790981575352,0.5157680219871065,0.5782697294019299,0.5432211496388092,,0.5040753102178251,,,
m2700,,0.5493257161354599,0.5694708298110148,0.5457357394299028,,,,0.5702422926983113,,,,,,0.5649196361198504,,,0.5554198659505889,0.5153637924296302,,,,,,,,,,,,0.5542104304204889,,,,0.5127293128968627,,,,,,,,,0.5538154256361774,,,,,0.5237689632420518,,0.5269572810700769,,0.5118922771981453,0.5191345466629242,0.5278154989002849,,,,,,,,0.5357977143350325,,0.5361830464064359,,,0.5410981096315828,,,,,,,,0.5381165621332586,0.5091129063953737,,,0.5209942471572226,0.581036452911311,,,,,0.5608414105566188,,,0.5382134163080331,,0.5600015671153822,,,,0.5748771328009292,0.5174443763324783,,,0.5647467972641301,0.5212605556655053,0.5375362940118609
m2716,,0.5181220963250484,0.5359592988525079,,,0.5135606581327959,,0.5185403066883038,,,,,0.5295536933790802,0.5977733610999624,,,0.5382569589713213,,,,,,,,,,,,,,,0.5868442080601879,,0.5514749791783672,,,,0.5199730687871337,,,0.5540020864408007,,,,,0.5734993107950512,,0.5386771005301667,,0.6002480575416528,,,,,,,0.5415320389112344,,,,,,0.5157323556286463,0.597222008548227,0.6392748160841314,,,0.5680371556367348,,,0.5227375528498588,,,,0.6392204886379137,0.5242680000763744,,,0.5181045289241015,,,,,,,,0.5382134163080331,,,0.5433667662797949,,,0.5423979848491071,,,,0.5506769333928113,0.5192062504773431,0.5263813099311832,0.5160081055244984
m2762,0.5106794135774859,,,,0.5652396904294363,0.5211835614192706,,,0.5535042583730937,,0.6067889220670217,0.5450166043986479,0.5218342490552806,,0.5656000074753009,,,,0.5599872703317141,,,,,,,,0.5173944598627214,,,,,,,,,0.5246683249578941,,0.5201938328854295,0.5078076233622116,0.5837803525581722,,,,0.5134859946576091,,,,,,,,,0.5077252592817569,,,,0.5133884675677329,0.5780189117737189,,,,,,,0.5061598293717309,,,0.5210823917217828,,,,,,,,,,0.5544699480289136,,0.5239349024706238,0.5603022457415918,0.5490060371842022,,0.5781601884765638,,0.5188371952390473,,,,,0.5069915872895596,,,,,0.5045235095719177,0.5854055384731792,,,0.5452154605279113
m2791,,,0.5336816974266533,,,,,0.5275410898574358,,,,,0.5178982314337427,,,,0.5233982508024544,0.5218484191457194,,,,,,,,,0.5119481139972673,0.5092994491484781,,,,0.5241144955403074,0.5126025550331884,,0.5484543921327105,,,,,,0.5277038147013886,,0.5259051018992098,,,,,0.5112749589977137,,0.5694707921225474,,,,0.5176265050954147,,,0.5062732049007734,,,,,0.5315307557399997,,0.5429658949301921,0.5437058337371953,0.5613972421728565,0.597396909794443,,,,,,0.5371603225385363,,0.5278020618385391,,,,,0.5575888035149121,,,,,,,0.5600015671153822,0.5433667662797949,,,0.5215135010064197,,,0.5064444742541693,,,,0.5771279243727635,0.529778546249895,
m2804,0.576736498359199,,0.5099068724355007,,,,,,,,0.5077902460850736,0.5535989998328474,,,,,,,,,,,,,,0.5141746516392606,0.5253176535317902,0.5437059535711636,,,0.5154019449562309,,,0.518295600235662,0.5222516636464505,0.5553935174536517,,,0.5408204702164863,,,,,0.545547868595843,,,,,,,,,,,,,,0.5348144758366002,,0.5163957023366371,0.540061399571632,,0.5250610895582013,,0.511695426903836,0.5092756489472162,0.5338874484179161,,,0.5225603630743152,0.5353678334708228,,0.536686234495386,0.5365640587436568,,,,,,0.5357786401074541,,,,,,,,,0.5069915872895596,0.5215135010064197,,0.503712193662296,0.5090463765796904,,,0.5338648700338211,,,,
m2858,,,,,0.5993646985030822,,0.5237867561193716,,,0.5773516179969609,0.5428472902613698,,,,0.5252379128099467,0.5171263744685838,,,0.5159331720576764,0.5607933621566441,0.5188903207786573,0.54266250204648,,,,,,,,,,,,,0.5253384579454955,,0.5742921236318482,,,,,,0.5254441329365945,,0.5124082502428144,,0.5318730074209167,,,,0.5166893783389046,0.5605317360095429,0.5396236891413227,0.5363293055557435,,,,,0.5728807783775365,,,,,,,,,,,,,0.5302487320654854,,0.5104270230508486,,,0.570541079939008,0.5110869292500404,,,,0.5450335488911563,,,0.52184678905636,0.5400790981575352,,,,,,,0.5177704065132801,0.5374433542603155,0.5434731429206275,,,,,
m2918,,,,,,,,0.5463656941690291,,,0.5145131521014613,0.5334429599501697,,,,,0.5220653787845831,0.5256787171895507,,,,,,,,,,,,,,0.5413192663239974,,0.5213542540150928,,,,,0.5661873516355237,,,,,,,,,,,0.5269563138815762,,,,,,,,0.5260611964190662,,,,,0.5396011433018535,0.513365298732978,0.5462108182342419,,,0.5106316144301069,,,0.5528814512642961,0.5146899677560908,,0.5341815807853859,0.5179335712093602,,,0.5597549021330132,,0.5262868534288372,,0.5140534186102447,,0.5433315906080047,0.5197895368354246,0.5157680219871065,,0.5423979848491071,,,,0.5177704065132801,,0.5279303721192825,,,0.5123177734048692,0.5450876075345367,,0.5371110588277596
m2959,,0.6133765163472864,,0.5569294029131409,0.5209196127253752,,0.5164949042320461,0.5382279758621592,,0.5018760176615732,,,,,,,,,,,0.511252452906453,,,,,,,,,,,,0.5280135576747983,,0.5666655674493688,0.5305295880149201,,,,,,0.5121694329745047,0.5769475808491819,,,,,,,,,0.5418994492968126,,0.520980886425902,,,,,,,,,,,,,,,0.5167301977592389,,,0.5295377716051632,,0.5477427971182678,,,0.5073242560178484,,,0.5247586046662136,,,0.5038696749220115,0.5491383598718291,0.5235601234651582,0.5782697294019299,0.5748771328009292,0.49962376992510565,,0.5064444742541693,,0.5374433542603155,0.5279303721192825,,0.6196555816607534,,,,,0.5139173891879664
m2997,,0.5690834743802385,,0.5268295146284895,,,0.543642662943955,0.5108231006151662,,0.5518812467650331,,,,,,0.5736614612822478,,,,0.5759045321846057,0.5684734019652032,,,0.515357221397062,,,,,0.5437691587371366,0.5471547710813612,,,0.5473516507043905,,0.5125371209495004,,0.5215074412557941,,,,,,0.5953116702014974,,,,,,,,,0.5200696745194144,,0.5385828389857301,,,,,0.518259946859069,,0.5151978274570866,0.5430742668032573,,0.5163300745321965,,,0.5540575511239826,,,,,0.5172046116652259,,0.5835541063106836,,,0.5308993166073094,,,,,,,,0.608315782782525,0.5432211496388092,0.5174443763324783,,,,,0.5434731429206275,,0.6196555816607534,,,,,,
m3114,0.7746409872495055,,0.5931059227489903,,,,,,,,,0.5142348084649225,0.5150752016053017,,,,0.5052721227860139,,,,0.5097336264562239,,0.5056614594161273,,,,0.5188762751191769,0.5065504059347571,,,0.512732360513307,0.5314695519360392,,,,0.5827994103532645,,,0.5043237481516313,,0.5139499518289046,,,0.5187849775250297,,,,,0.5049977348013911,,,,,,,,,0.5202755950968946,,0.5115661972633281,,,,,0.5202888672347104,,,,,,0.534281871755874,,0.5024219878648395,,0.5207256317413164,0.5202698640904418,,,,,,0.5056418483610272,0.533328928344716,0.5091506711440367,,,,0.5041371112623796,0.5045235095719177,,0.5338648700338211,,,,,,0.5391774981897456,,,
m3147,,,,0.5232535818428802,,0.5885540314288922,,,,,0.5369034818785698,0.6280713853591714,0.5579036307476295,0.5369004231561584,0.5135743902797183,,,0.5598413921592172,0.5096214224288941,,,,,,,,,0.513707894097904,,,,0.5307420829825727,,,,,,,0.5167346218347298,,,,,,,0.5102587950145391,,,,,,,,,,,,0.5312537883837019,,,,,,,,,,0.5617674675940678,,,,0.5259816350301357,,,0.5824074780975753,0.5745768179959717,,0.5643912045260293,0.5329607344176948,0.542878803555802,0.5687053702318398,0.5354906169469761,,0.533604811556688,,,,0.5506769333928113,0.5854055384731792,,,,0.5123177734048692,,,0.5391774981897456,,,0.5158952909151572,0.6073782521146587
m3421,,,,,,0.5318379131364137,,0.5680387210713296,,,,0.5340699062409228,,0.5472160742915122,,,0.5127954543625968,0.5325090213959116,,,,,,,,,,,,0.514081981404636,,0.534196042111271,,,0.5156744626886389,,,,,,0.523702509838484,,0.5162127495871606,,,,0.5121866103878042,0.5217191254344563,,0.6499787318361401,,,,,,0.5097974843004387,0.5311476908935651,,0.5348708572591906,,,0.5262656894349029,,,,,,0.508705343511146,,,,,0.573464817033703,,0.5134172421568383,,,0.5118414747074196,,0.5704831106963595,0.5076452849085912,,,,,,0.5647467972641301,0.5192062504773431,,0.5771279243727635,,,0.5450876075345367,,,,,,0.511735086827228,0.5367699540495309
m3471,,0.5205560573393174,,0.5123222221694577,,,,,,,,,0.509137618502659,0.558474163361078,,,,0.5620211221788298,,,,,,,,,,0.5279270294145845,,0.5574227859265457,,0.5074186739836607,,0.6307897016291897,,,,,,,0.5144586217891557,,,,,0.5053028663902454,,0.5104054634412184,0.5215838368677568,0.5222179707230281,,,,,,0.5158025206650365,0.5188035097234166,,,,,,,0.5262492773077703,0.5446456614897403,0.5187536859420474,,0.5057421361790683,0.5145131604741326,0.5096962238558739,,,0.5784070395325277,,0.5204595331130217,0.513932184986874,,,,,,,,,,,0.5212605556655053,0.5263813099311832,,0.529778546249895,,,,,,,0.5158952909151572,0.511735086827228,,
m3578,,,,0.5384003349388903,,0.6258093462742234,,0.5220302047668258,,,,0.566291701164633,0.5497433094432348,0.5756394795604693,,,0.5352287117926697,0.5485865386668697,,,,,,,,,,0.5108396566346386,,,,0.5338784808229365,,,,,,,,,,,,,,0.5460574180164799,,,,,,,,,,,,0.535256357075135,,,,,0.5258649953063154,,,,,0.5751822157950729,,,0.5451051668501739,,,,0.564344858887673,0.5649496813327044,,0.5276998990329882,0.5454280355610078,0.5443776281181472,0.5586480337738762,,0.5335325366273994,0.5720277061086103,,,0.5375362940118609,0.5160081055244984,0.5452154605279113,,,,0.5371110588277596,0.5139173891879664,,,0.6073782521146587,0.5367699540495309,,
